Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2004Q1,0.0694367,2713.843
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2004Q1,0.0455759,1901.350
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2004Q1,0.0397875,1220.221
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2004Q1,0.0504427,2237.475
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2004Q1,0.1278889,5497.785
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2004Q1,0.0858460,4146.107
High level industry groups,Public administration and safety,SG01RSC02B01C08,2004Q1,0.0367477,1540.065
High level industry groups,Education and training,SG01RSC02B01C09,2004Q1,0.0418274,2291.515
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2004Q1,0.0497887,2368.318
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2004Q1,0.0368190,1667.007
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2004Q1,0.0710760,3222.247
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2004Q2,0.0536584,2856.867
High level industry groups,Mining,SG01RSC02B01A02,2004Q2,0.0099164,598.488
High level industry groups,Manufacturing,SG01RSC02B01B01,2004Q2,0.1455639,6090.337
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2004Q2,0.0282182,1376.195
High level industry groups,Construction,SG01RSC02B01B03,2004Q2,0.0518223,2461.721
High level industry groups,Wholesale trade,SG01RSC02B01C01,2004Q2,0.0533618,2437.684
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2004Q2,0.0682155,2741.222
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2004Q2,0.0462901,1944.934
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2004Q2,0.0380300,1229.368
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2004Q2,0.0504845,2282.613
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2004Q2,0.1291075,5545.081
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2004Q2,0.0864359,4125.511
High level industry groups,Public administration and safety,SG01RSC02B01C08,2004Q2,0.0373256,1586.031
High level industry groups,Education and training,SG01RSC02B01C09,2004Q2,0.0424717,2291.163
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2004Q2,0.0512439,2352.013
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2004Q2,0.0359405,1665.172
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2004Q2,0.0719137,3257.494
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2004Q3,0.0536584,2732.623
High level industry groups,Mining,SG01RSC02B01A02,2004Q3,0.0099164,540.821
High level industry groups,Manufacturing,SG01RSC02B01B01,2004Q3,0.1455639,6047.140
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2004Q3,0.0282182,1374.662
High level industry groups,Construction,SG01RSC02B01B03,2004Q3,0.0518223,2475.875
High level industry groups,Wholesale trade,SG01RSC02B01C01,2004Q3,0.0533618,2482.670
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2004Q3,0.0682155,2827.367
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2004Q3,0.0462901,1962.944
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2004Q3,0.0380300,1239.427
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2004Q3,0.0504845,2316.485
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2004Q3,0.1291075,5579.773
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2004Q3,0.0864359,4122.504
High level industry groups,Public administration and safety,SG01RSC02B01C08,2004Q3,0.0373256,1572.098
High level industry groups,Education and training,SG01RSC02B01C09,2004Q3,0.0424717,2288.145
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2004Q3,0.0512439,2349.235
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2004Q3,0.0359405,1669.517
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2004Q3,0.0719137,3282.046
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2004Q4,0.0536584,2734.768
High level industry groups,Mining,SG01RSC02B01A02,2004Q4,0.0099164,556.811
High level industry groups,Manufacturing,SG01RSC02B01B01,2004Q4,0.1455639,6068.370
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2004Q4,0.0282182,1306.885
High level industry groups,Construction,SG01RSC02B01B03,2004Q4,0.0518223,2427.763
High level industry groups,Wholesale trade,SG01RSC02B01C01,2004Q4,0.0533618,2525.786
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2004Q4,0.0682155,2831.866
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2004Q4,0.0462901,1987.362
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2004Q4,0.0380300,1259.831
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2004Q4,0.0504845,2351.435
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2004Q4,0.1291075,5678.267
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2004Q4,0.0864359,4228.598
High level industry groups,Public administration and safety,SG01RSC02B01C08,2004Q4,0.0373256,1594.063
High level industry groups,Education and training,SG01RSC02B01C09,2004Q4,0.0424717,2282.461
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2004Q4,0.0512439,2390.057
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2004Q4,0.0359405,1663.033
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2004Q4,0.0719137,3293.291
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2005Q1,0.0536584,2810.879
High level industry groups,Mining,SG01RSC02B01A02,2005Q1,0.0099164,545.023
High level industry groups,Manufacturing,SG01RSC02B01B01,2005Q1,0.1455639,6045.058
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2005Q1,0.0282182,1338.323
High level industry groups,Construction,SG01RSC02B01B03,2005Q1,0.0518223,2458.891
High level industry groups,Wholesale trade,SG01RSC02B01C01,2005Q1,0.0533618,2528.339
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2005Q1,0.0682155,2847.716
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2005Q1,0.0462901,2027.809
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2005Q1,0.0380300,1262.294
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2005Q1,0.0504845,2400.376
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2005Q1,0.1291075,5775.466
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2005Q1,0.0864359,4271.006
High level industry groups,Public administration and safety,SG01RSC02B01C08,2005Q1,0.0373256,1601.349
High level industry groups,Education and training,SG01RSC02B01C09,2005Q1,0.0424717,2274.113
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2005Q1,0.0512439,2441.613
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2005Q1,0.0359405,1648.698
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2005Q1,0.0719137,3318.305
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2005Q2,0.0451777,2823.686
High level industry groups,Mining,SG01RSC02B01A02,2005Q2,0.0110444,583.782
High level industry groups,Manufacturing,SG01RSC02B01B01,2005Q2,0.1452494,6153.003
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2005Q2,0.0296734,1363.088
High level industry groups,Construction,SG01RSC02B01B03,2005Q2,0.0534528,2540.738
High level industry groups,Wholesale trade,SG01RSC02B01C01,2005Q2,0.0515476,2624.503
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2005Q2,0.0672916,2902.406
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2005Q2,0.0461058,2066.304
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2005Q2,0.0370418,1262.420
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2005Q2,0.0487376,2416.252
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2005Q2,0.1329543,5834.391
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2005Q2,0.0894213,4349.151
High level industry groups,Public administration and safety,SG01RSC02B01C08,2005Q2,0.0393654,1644.148
High level industry groups,Education and training,SG01RSC02B01C09,2005Q2,0.0424035,2261.827
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2005Q2,0.0535953,2521.075
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2005Q2,0.0346071,1636.840
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2005Q2,0.0723310,3371.600
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2005Q3,0.0451777,2889.726
High level industry groups,Mining,SG01RSC02B01A02,2005Q3,0.0110444,573.921
High level industry groups,Manufacturing,SG01RSC02B01B01,2005Q3,0.1452494,6211.870
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2005Q3,0.0296734,1345.778
High level industry groups,Construction,SG01RSC02B01B03,2005Q3,0.0534528,2460.258
High level industry groups,Wholesale trade,SG01RSC02B01C01,2005Q3,0.0515476,2621.064
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2005Q3,0.0672916,2946.680
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2005Q3,0.0461058,2068.538
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2005Q3,0.0370418,1271.143
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2005Q3,0.0487376,2445.964
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2005Q3,0.1329543,5879.404
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2005Q3,0.0894213,4386.926
High level industry groups,Public administration and safety,SG01RSC02B01C08,2005Q3,0.0393654,1669.623
High level industry groups,Education and training,SG01RSC02B01C09,2005Q3,0.0424035,2248.766
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2005Q3,0.0535953,2526.116
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2005Q3,0.0346071,1646.206
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2005Q3,0.0723310,3377.120
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2005Q4,0.0451777,2939.806
High level industry groups,Mining,SG01RSC02B01A02,2005Q4,0.0110444,572.619
High level industry groups,Manufacturing,SG01RSC02B01B01,2005Q4,0.1452494,6018.538
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2005Q4,0.0296734,1344.100
High level industry groups,Construction,SG01RSC02B01B03,2005Q4,0.0534528,2506.369
High level industry groups,Wholesale trade,SG01RSC02B01C01,2005Q4,0.0515476,2580.961
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2005Q4,0.0672916,2960.414
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2005Q4,0.0461058,1999.426
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2005Q4,0.0370418,1277.901
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2005Q4,0.0487376,2463.640
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2005Q4,0.1329543,5928.859
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2005Q4,0.0894213,4411.340
High level industry groups,Public administration and safety,SG01RSC02B01C08,2005Q4,0.0393654,1682.102
High level industry groups,Education and training,SG01RSC02B01C09,2005Q4,0.0424035,2234.934
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2005Q4,0.0535953,2556.607
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2005Q4,0.0346071,1632.559
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2005Q4,0.0723310,3398.450
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2006Q1,0.0451777,3001.016
High level industry groups,Mining,SG01RSC02B01A02,2006Q1,0.0110444,597.029
High level industry groups,Manufacturing,SG01RSC02B01B01,2006Q1,0.1452494,6092.825
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2006Q1,0.0296734,1340.356
High level industry groups,Construction,SG01RSC02B01B03,2006Q1,0.0534528,2631.762
High level industry groups,Wholesale trade,SG01RSC02B01C01,2006Q1,0.0515476,2625.748
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2006Q1,0.0672916,2969.411
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2006Q1,0.0461058,1991.488
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2006Q1,0.0370418,1275.461
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2006Q1,0.0487376,2493.669
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2006Q1,0.1329543,5984.408
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2006Q1,0.0894213,4444.224
High level industry groups,Public administration and safety,SG01RSC02B01C08,2006Q1,0.0393654,1726.522
High level industry groups,Education and training,SG01RSC02B01C09,2006Q1,0.0424035,2220.334
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2006Q1,0.0535953,2570.495
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2006Q1,0.0346071,1679.250
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2006Q1,0.0723310,3441.942
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2006Q2,0.0498383,3045.716
High level industry groups,Mining,SG01RSC02B01A02,2006Q2,0.0119248,544.439
High level industry groups,Manufacturing,SG01RSC02B01B01,2006Q2,0.1331015,6002.067
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2006Q2,0.0289118,1428.265
